Fecha	Temperatura
27/09/2012	19.1
28/09/2012	19.6
29/09/2012	19.3
30/09/2012	18.9
01/10/2012	18.5
02/10/2012	18.5
03/10/2012	19.0
04/10/2012	19.2
05/10/2012	19.0
06/10/2012	19.1
07/10/2012	19.3
08/10/2012	19.4
09/10/2012	19.6
10/10/2012	19.5
11/10/2012	19.5
12/10/2012	19.4
13/10/2012	19.1
14/10/2012	19.1
15/10/2012	18.4
16/10/2012	18.5
17/10/2012	18.5
18/10/2012	18.0
19/10/2012	18.3
20/10/2012	18.1
21/10/2012	18.3
22/10/2012	18.3
23/10/2012	18.5
24/10/2012	18.5
25/10/2012	18.4
26/10/2012	18.6
27/10/2012	18.3
28/10/2012	17.6
29/10/2012	17.0
30/10/2012	16.5
31/10/2012	16.6
01/11/2012	16.4
02/11/2012	16.5
03/11/2012	17.0
04/11/2012	16.8
05/11/2012	16.2
06/11/2012	16.6
07/11/2012	16.3
08/11/2012	15.8
09/11/2012	16.2
10/11/2012	16.1
11/11/2012	15.8
12/11/2012	15.9
13/11/2012	16.0
14/11/2012	15.8
15/11/2012	16.3
16/11/2012	16.4
17/11/2012	16.2
18/11/2012	16.2
19/11/2012	16.1
20/11/2012	15.9
21/11/2012	15.6
22/11/2012	15.6
23/11/2012	15.6
24/11/2012	15.6
25/11/2012	15.5
26/11/2012	15.6
27/11/2012	15.7
28/11/2012	15.1
29/11/2012	14.1
30/11/2012	14.6
01/12/2012	14.3
02/12/2012	13.9
03/12/2012	13.6
04/12/2012	14.2
05/12/2012	14.0
06/12/2012	13.8
07/12/2012	14.2
08/12/2012	14.2
09/12/2012	13.7
10/12/2012	13.8
11/12/2012	13.6
12/12/2012	13.4
13/12/2012	13.8
14/12/2012	13.7
15/12/2012	14.1
16/12/2012	14.2
17/12/2012	14.1
18/12/2012	14.1
19/12/2012	14.2
20/12/2012	14.2
21/12/2012	14.0
22/12/2012	14.0
23/12/2012	14.6
24/12/2012	13.9
25/12/2012	13.6
26/12/2012	13.7
27/12/2012	13.6
28/12/2012	13.7
29/12/2012	13.6
30/12/2012	13.2
31/12/2012	13.3
01/01/2013	
02/01/2013	13.3
03/01/2013	13.3
04/01/2013	13.0
05/01/2013	13.1
06/01/2013	12.9
07/01/2013	13.2
08/01/2013	12.9
09/01/2013	12.9
10/01/2013	12.9
11/01/2013	12.8
12/01/2013	12.7
13/01/2013	
14/01/2013	12.7
15/01/2013	12.5
16/01/2013	12.6
17/01/2013	12.8
18/01/2013	13.1
19/01/2013	13.1
20/01/2013	12.7
21/01/2013	12.2
22/01/2013	12.8
23/01/2013	12.5
24/01/2013	12.4
25/01/2013	12.5
26/01/2013	12.8
27/01/2013	13.0
28/01/2013	
29/01/2013	12.9
30/01/2013	13.2
31/01/2013	13.3
01/02/2013	13.4
02/02/2013	12.8
03/02/2013	12.8
04/02/2013	12.6
05/02/2013	12.7
06/02/2013	12.7
07/02/2013	
08/02/2013	12.1
09/02/2013	12.3
10/02/2013	12.3
11/02/2013	11.9
12/02/2013	12.1
13/02/2013	12.3
14/02/2013	11.9
15/02/2013	12.3
16/02/2013	12.5
17/02/2013	12.6
18/02/2013	12.3
19/02/2013	12.3
20/02/2013	12.4
21/02/2013	12.5
22/02/2013	12.5
23/02/2013	12.3
24/02/2013	12.1
25/02/2013	11.2
26/02/2013	11.0
27/02/2013	10.9
28/02/2013	11.5
